ACC	ncldv	caudo	ratio
GVOG16982.trim	2.0	0.0	1
GVOG08107.trim	2.0	0.0	1
GVOG25770.trim	28.0	3.0	1
GVOG25250.trim	41.0	1.0	1
GVOG01174.trim	16.0	0.0	1
GVOG23892.trim	2.0	0.0	1
GVOG21842.trim	66.0	0.0	1
GVOG06260.trim	2.0	0.0	1
GVOG17913.trim	3.0	0.0	1
GVOG09432.trim	3.0	0.0	1
GVOG05270.trim	2.0	0.0	1
GVOG11931.trim	4.0	0.0	1
GVOG27662.trim	4.0	0.0	1
GVOG08967.trim	7.0	10.0	1
GVOG10617.trim	3.0	0.0	1
GVOG09731.trim	6.0	8.0	1
GVOG21438.trim	3.0	0.0	1
GVOG22715.trim	2.0	0.0	1
GVOG10756.trim	9.0	0.0	1
GVOG20977.trim	2.0	0.0	1
GVOG08165.trim	3.0	0.0	1
GVOG13632.trim	3.0	1.0	1
GVOG22172.trim	3.0	0.0	1
GVOG13391.trim	4.0	0.0	1
GVOG16338.trim	2.0	0.0	1
GVOG26839.trim	19.0	0.0	1
GVOG16965.trim	3.0	0.0	1
GVOG05031.trim	2.0	0.0	1
GVOG24937.trim	3.0	0.0	1
GVOG10142.trim	2.0	0.0	1
GVOG23463.trim	4.0	0.0	1
GVOG04563.trim	9.0	0.0	1
GVOG11483.trim	5.0	0.0	1
GVOG26484.trim	340.0	0.0	1
GVOG12812.trim	3.0	0.0	1
GVOG02465.trim	9.0	0.0	1
GVOG20599.trim	10.0	0.0	1
GVOG08625.trim	2.0	0.0	1
GVOG13944.trim	3.0	0.0	1
GVOG18296.trim	4.0	0.0	1
GVOG02806.trim	9.0	0.0	1
GVOG21261.trim	5.0	0.0	1
GVOG01669.trim	3.0	1.0	1
GVOG15107.trim	2.0	0.0	1
GVOG16441.trim	3.0	4.0	1
GVOG20159.trim	15.0	5.0	1
GVOG23329.trim	2.0	0.0	1
GVOG17138.trim	13.0	0.0	1
GVOG18015.trim	2.0	0.0	1
GVOG20647.trim	4.0	0.0	1
GVOG11090.trim	4.0	0.0	1
GVOG09650.trim	3.0	0.0	1
GVOG12617.trim	2.0	0.0	1
GVOG27023.trim	30.0	0.0	1
GVOG23082.trim	14.0	0.0	1
GVOG27265.trim	10.0	0.0	1
GVOG22009.trim	4.0	0.0	1
GVOG11041.trim	8.0	0.0	1
GVOG04807.trim	2.0	0.0	1
GVOG00164.trim	33.0	0.0	1
GVOG13134.trim	2.0	0.0	1
GVOG04576.trim	2.0	0.0	1
GVOG27513.trim	3.0	0.0	1
GVOG18130.trim	2.0	0.0	1
GVOG21450.trim	3.0	0.0	1
GVOG10197.trim	4.0	3.0	1
GVOG24070.trim	5.0	0.0	1
GVOG19423.trim	2.0	0.0	1
GVOG20701.trim	3.0	0.0	1
GVOG21453.trim	7.0	0.0	1
GVOG05486.trim	2.0	0.0	1
GVOG11279.trim	11.0	0.0	1
GVOG19542.trim	5.0	0.0	1
GVOG22234.trim	12.0	3.0	1
GVOG16594.trim	3.0	0.0	1
GVOG25723.trim	19.0	0.0	1
GVOG26459.trim	22.0	0.0	1
GVOG21326.trim	2.0	0.0	1
GVOG17976.trim	12.0	0.0	1
GVOG27221.trim	3.0	1.0	1
GVOG21258.trim	4.0	0.0	1
GVOG10351.trim	4.0	0.0	1
GVOG01915.trim	7.0	0.0	1
GVOG01948.trim	4.0	0.0	1
GVOG01697.trim	2.0	0.0	1
GVOG24600.trim	20.0	0.0	1
GVOG27911.trim	38.0	0.0	1
GVOG14950.trim	20.0	0.0	1
GVOG00431.trim	21.0	1.0	1
GVOG11919.trim	2.0	0.0	1
GVOG19165.trim	6.0	0.0	1
GVOG11465.trim	3.0	0.0	1
GVOG01198.trim	7.0	0.0	1
GVOG26121.trim	7.0	0.0	1
GVOG12375.trim	3.0	0.0	1
GVOG06123.trim	2.0	0.0	1
GVOG26186.trim	12.0	0.0	1
GVOG23971.trim	11.0	0.0	1
GVOG22829.trim	4.0	0.0	1
GVOG28521.trim	10.0	0.0	1
GVOG18340.trim	3.0	0.0	1
GVOG01320.trim	4.0	6.0	1
GVOG23087.trim	8.0	0.0	1
GVOG04240.trim	2.0	0.0	1
GVOG25592.trim	190.0	2.0	1
GVOG04577.trim	3.0	0.0	1
GVOG06594.trim	2.0	0.0	1
GVOG08828.trim	3.0	0.0	1
GVOG24264.trim	146.0	10.0	1
GVOG04038.trim	2.0	0.0	1
GVOG04932.trim	3.0	0.0	1
GVOG14077.trim	3.0	0.0	1
GVOG03503.trim	21.0	0.0	1
GVOG24557.trim	7.0	0.0	1
GVOG18184.trim	2.0	0.0	1
GVOG02080.trim	3.0	0.0	1
GVOG22399.trim	9.0	0.0	1
GVOG19753.trim	2.0	1.0	1
GVOG22338.trim	4.0	1.0	1
GVOG16502.trim	4.0	0.0	1
GVOG26955.trim	12.0	0.0	1
GVOG24410.trim	10.0	0.0	1
GVOG05273.trim	5.0	0.0	1
GVOG28504.trim	131.0	0.0	1
GVOG22575.trim	28.0	0.0	1
GVOG22157.trim	2.0	0.0	1
GVOG18634.trim	2.0	0.0	1
GVOG26306.trim	3.0	0.0	1
GVOG26199.trim	7.0	0.0	1
GVOG12777.trim	6.0	0.0	1
GVOG01582.trim	4.0	1.0	1
GVOG15937.trim	2.0	0.0	1
GVOG10895.trim	2.0	2.0	1
GVOG24283.trim	8.0	0.0	1
GVOG05864.trim	2.0	0.0	1
GVOG25931.trim	212.0	0.0	1
GVOG02835.trim	23.0	3.0	1
GVOG01024.trim	6.0	0.0	1
GVOG25785.trim	7.0	1.0	1
GVOG13110.trim	2.0	0.0	1
GVOG09337.trim	2.0	0.0	1
GVOG21089.trim	9.0	0.0	1
GVOG12158.trim	3.0	0.0	1
GVOG05866.trim	4.0	0.0	1
GVOG23782.trim	56.0	0.0	1
GVOG13344.trim	4.0	0.0	1
GVOG15594.trim	6.0	0.0	1
GVOG04928.trim	2.0	0.0	1
GVOG07470.trim	4.0	0.0	1
GVOG03264.trim	5.0	0.0	1
GVOG04193.trim	3.0	1.0	1
GVOG25782.trim	3.0	0.0	1
GVOG05923.trim	2.0	0.0	1
GVOG12870.trim	3.0	0.0	1
GVOG26884.trim	49.0	14.0	1
GVOG13644.trim	3.0	0.0	1
GVOG12717.trim	3.0	0.0	1
GVOG22498.trim	13.0	2.0	1
GVOG12471.trim	4.0	0.0	1
GVOG14783.trim	9.0	2.0	1
GVOG09761.trim	3.0	0.0	1
GVOG19143.trim	7.0	0.0	1
GVOG00687.trim	5.0	0.0	1
GVOG19707.trim	4.0	0.0	1
GVOG21412.trim	6.0	0.0	1
GVOG15491.trim	4.0	0.0	1
GVOG25797.trim	5.0	0.0	1
GVOG14937.trim	20.0	1.0	1
GVOG01441.trim	6.0	8.0	1
GVOG26361.trim	26.0	4.0	1
GVOG16758.trim	6.0	0.0	1
GVOG05860.trim	3.0	0.0	1
GVOG28678.trim	9.0	0.0	1
GVOG04543.trim	7.0	1.0	1
GVOG14247.trim	3.0	0.0	1
GVOG24290.trim	18.0	0.0	1
GVOG06803.trim	3.0	0.0	1
GVOG00174.trim	11.0	1.0	1
GVOG17499.trim	3.0	0.0	1
GVOG24717.trim	8.0	2.0	1
GVOG20915.trim	3.0	0.0	1
GVOG03080.trim	9.0	0.0	1
GVOG22828.trim	6.0	0.0	1
GVOG07251.trim	3.0	0.0	1
GVOG20276.trim	6.0	0.0	1
GVOG13868.trim	7.0	0.0	1
GVOG11762.trim	7.0	0.0	1
GVOG06175.trim	2.0	1.0	1
GVOG26117.trim	4.0	0.0	1
GVOG12754.trim	3.0	0.0	1
GVOG28569.trim	10.0	0.0	1
GVOG23189.trim	31.0	0.0	1
GVOG18240.trim	2.0	0.0	1
GVOG24727.trim	5.0	5.0	1
GVOG14928.trim	6.0	0.0	1
GVOG22890.trim	4.0	1.0	1
GVOG08202.trim	2.0	0.0	1
GVOG10079.trim	3.0	0.0	1
GVOG04994.trim	4.0	0.0	1
GVOG03137.trim	6.0	0.0	1
GVOG10310.trim	4.0	0.0	1
GVOG07273.trim	2.0	0.0	1
GVOG00023.trim	51.0	0.0	1
GVOG00671.trim	8.0	0.0	1
GVOG26570.trim	7.0	0.0	1
GVOG16655.trim	3.0	0.0	1
GVOG03487.trim	9.0	0.0	1
GVOG04688.trim	4.0	0.0	1
GVOG08798.trim	4.0	0.0	1
GVOG22272.trim	7.0	0.0	1
GVOG18118.trim	4.0	0.0	1
GVOG14140.trim	2.0	0.0	1
GVOG17791.trim	4.0	0.0	1
GVOG09007.trim	3.0	5.0	1
GVOG00842.trim	9.0	0.0	1
GVOG11970.trim	3.0	0.0	1
GVOG03738.trim	2.0	2.0	1
GVOG14883.trim	14.0	0.0	1
GVOG13757.trim	6.0	0.0	1
GVOG08194.trim	3.0	1.0	1
GVOG03325.trim	10.0	0.0	1
GVOG22449.trim	15.0	31.0	1
GVOG06053.trim	3.0	0.0	1
GVOG20999.trim	12.0	0.0	1
GVOG17430.trim	4.0	0.0	1
GVOG13090.trim	2.0	0.0	1
GVOG00106.trim	13.0	0.0	1
GVOG11380.trim	3.0	0.0	1
GVOG07572.trim	2.0	0.0	1
GVOG25275.trim	6.0	0.0	1
GVOG08150.trim	2.0	0.0	1
GVOG06565.trim	3.0	0.0	1
GVOG07787.trim	2.0	0.0	1
GVOG19135.trim	6.0	0.0	1
GVOG02543.trim	7.0	1.0	1
GVOG13433.trim	8.0	0.0	1
GVOG13384.trim	3.0	0.0	1
GVOG15267.trim	40.0	0.0	1
GVOG23731.trim	31.0	99.0	0.5150592440590455
GVOG08213.trim	3.0	0.0	1
GVOG06815.trim	11.0	0.0	1
GVOG23022.trim	2.0	1.0	1
GVOG06412.trim	2.0	0.0	1
GVOG12191.trim	4.0	0.0	1
GVOG12566.trim	3.0	0.0	1
GVOG23774.trim	9.0	5.0	1
GVOG27967.trim	265.0	0.0	1
GVOG21809.trim	13.0	0.0	1
GVOG25700.trim	39.0	0.0	1
GVOG23706.trim	7.0	0.0	1
GVOG18786.trim	11.0	6.0	1
GVOG17732.trim	3.0	0.0	1
GVOG24210.trim	7.0	0.0	1
GVOG13174.trim	2.0	0.0	1
GVOG05436.trim	2.0	0.0	1
GVOG27493.trim	24.0	0.0	1
GVOG23008.trim	3.0	0.0	1
GVOG12995.trim	4.0	0.0	1
GVOG03378.trim	33.0	0.0	1
GVOG01874.trim	7.0	0.0	1
GVOG02777.trim	10.0	0.0	1
GVOG16270.trim	3.0	0.0	1
GVOG17830.trim	9.0	0.0	1
GVOG08673.trim	2.0	0.0	1
GVOG17280.trim	10.0	0.0	1
GVOG20520.trim	2.0	0.0	1
GVOG05818.trim	3.0	0.0	1
GVOG27888.trim	44.0	60.0	1
GVOG09305.trim	3.0	0.0	1
GVOG07373.trim	2.0	0.0	1
GVOG12209.trim	4.0	1.0	1
GVOG11891.trim	2.0	0.0	1
GVOG26442.trim	15.0	0.0	1
GVOG28643.trim	6.0	0.0	1
GVOG11038.trim	8.0	0.0	1
GVOG18835.trim	15.0	1.0	1
GVOG15983.trim	2.0	0.0	1
GVOG27069.trim	2.0	0.0	1
GVOG27751.trim	12.0	0.0	1
GVOG09079.trim	2.0	0.0	1
GVOG01280.trim	3.0	0.0	1
GVOG18061.trim	5.0	0.0	1
GVOG08365.trim	3.0	0.0	1
GVOG21235.trim	2.0	0.0	1
GVOG01367.trim	4.0	0.0	1
GVOG02141.trim	5.0	0.0	1
GVOG09639.trim	3.0	0.0	1
GVOG09251.trim	8.0	0.0	1
GVOG16069.trim	3.0	0.0	1
GVOG07147.trim	2.0	0.0	1
GVOG10133.trim	6.0	0.0	1
GVOG16920.trim	11.0	0.0	1
GVOG00643.trim	8.0	0.0	1
GVOG12758.trim	3.0	0.0	1
GVOG11163.trim	4.0	0.0	1
GVOG21035.trim	15.0	0.0	1
GVOG14548.trim	3.0	0.0	1
GVOG25409.trim	4.0	0.0	1
GVOG22454.trim	12.0	12.0	1
GVOG24955.trim	4.0	0.0	1
GVOG08085.trim	2.0	0.0	1
GVOG21074.trim	5.0	0.0	1
GVOG06487.trim	2.0	0.0	1
GVOG28094.trim	8.0	14.0	1
GVOG08407.trim	3.0	0.0	1
GVOG18327.trim	4.0	0.0	1
GVOG10908.trim	2.0	0.0	1
GVOG12917.trim	2.0	0.0	1
GVOG13648.trim	4.0	0.0	1
GVOG16952.trim	2.0	2.0	1
GVOG15372.trim	9.0	0.0	1
GVOG12011.trim	2.0	0.0	1
GVOG18606.trim	3.0	0.0	1
GVOG27222.trim	21.0	0.0	1
GVOG14491.trim	2.0	0.0	1
GVOG13236.trim	2.0	0.0	1
GVOG16033.trim	2.0	1.0	1
GVOG26003.trim	4.0	6.0	1
GVOG11429.trim	3.0	20.0	1
GVOG21143.trim	61.0	2.0	1
GVOG28262.trim	21.0	0.0	1
GVOG01011.trim	5.0	0.0	1
GVOG24777.trim	13.0	0.0	1
GVOG17037.trim	16.0	0.0	1
GVOG18780.trim	5.0	0.0	1
GVOG08009.trim	2.0	0.0	1
GVOG23168.trim	12.0	1.0	1
GVOG06146.trim	2.0	0.0	1
GVOG12488.trim	2.0	0.0	1
GVOG20963.trim	3.0	0.0	1
GVOG19919.trim	6.0	0.0	1
GVOG17200.trim	9.0	0.0	1
GVOG27818.trim	9.0	1.0	1
GVOG06500.trim	3.0	0.0	1
GVOG08607.trim	3.0	0.0	1
GVOG27663.trim	4.0	1.0	1
GVOG06615.trim	3.0	0.0	1
GVOG01118.trim	9.0	1.0	1
GVOG08141.trim	3.0	0.0	1
GVOG17344.trim	6.0	0.0	1
GVOG26093.trim	4.0	0.0	1
GVOG17375.trim	7.0	0.0	1
GVOG19961.trim	9.0	0.0	1
GVOG12465.trim	6.0	1.0	1
GVOG18503.trim	5.0	0.0	1
GVOG08804.trim	2.0	0.0	1
GVOG00286.trim	6.0	0.0	1
GVOG16352.trim	2.0	0.0	1
GVOG14190.trim	3.0	0.0	1
GVOG18619.trim	3.0	3.0	1
GVOG02593.trim	11.0	0.0	1
GVOG01416.trim	5.0	0.0	1
GVOG21559.trim	32.0	0.0	1
GVOG16166.trim	2.0	0.0	1
GVOG24549.trim	4.0	0.0	1
GVOG12459.trim	2.0	0.0	1
GVOG18407.trim	4.0	0.0	1
GVOG06699.trim	3.0	0.0	1
GVOG28565.trim	5.0	0.0	1
GVOG06135.trim	7.0	0.0	1
GVOG19248.trim	9.0	2.0	1
GVOG23017.trim	3.0	0.0	1
GVOG10484.trim	2.0	0.0	1
GVOG10601.trim	4.0	0.0	1
GVOG07584.trim	3.0	0.0	1
GVOG06086.trim	2.0	1.0	1
GVOG15073.trim	10.0	0.0	1
GVOG09842.trim	3.0	0.0	1
GVOG06674.trim	4.0	1.0	1
GVOG13832.trim	5.0	0.0	1
GVOG26593.trim	6.0	0.0	1
GVOG22927.trim	4.0	0.0	1
GVOG25049.trim	4.0	0.0	1
GVOG20063.trim	3.0	0.0	1
GVOG19689.trim	5.0	0.0	1
GVOG27306.trim	2.0	0.0	1
GVOG05662.trim	2.0	0.0	1
GVOG15797.trim	2.0	0.0	1
GVOG21437.trim	10.0	0.0	1
GVOG22189.trim	19.0	0.0	1
GVOG06545.trim	4.0	0.0	1
GVOG02495.trim	7.0	0.0	1
GVOG08753.trim	11.0	0.0	1
GVOG05101.trim	8.0	0.0	1
GVOG20905.trim	6.0	0.0	1
GVOG21887.trim	28.0	0.0	1
GVOG18004.trim	2.0	0.0	1
GVOG02264.trim	16.0	0.0	1
GVOG09324.trim	4.0	0.0	1
GVOG18827.trim	7.0	0.0	1
GVOG00943.trim	7.0	0.0	1
GVOG18744.trim	15.0	2.0	1
GVOG16714.trim	6.0	0.0	1
GVOG25257.trim	2.0	0.0	1
GVOG16187.trim	2.0	0.0	1
GVOG12626.trim	2.0	0.0	1
GVOG07556.trim	2.0	0.0	1
GVOG07880.trim	4.0	0.0	1
GVOG23944.trim	3.0	0.0	1
GVOG02800.trim	7.0	0.0	1
GVOG21042.trim	8.0	0.0	1
GVOG10588.trim	4.0	1.0	1
GVOG15853.trim	2.0	0.0	1
GVOG11498.trim	9.0	8.0	1
GVOG28241.trim	2.0	0.0	1
GVOG13092.trim	2.0	0.0	1
GVOG15697.trim	4.0	0.0	1
GVOG18167.trim	2.0	0.0	1
GVOG22248.trim	77.0	6.0	1
GVOG26832.trim	10.0	0.0	1
GVOG18430.trim	2.0	0.0	1
GVOG16396.trim	2.0	0.0	1
GVOG13357.trim	11.0	5.0	1
GVOG26109.trim	3.0	0.0	1
GVOG05462.trim	2.0	3.0	1
GVOG16605.trim	3.0	1.0	1
GVOG09634.trim	2.0	0.0	1
GVOG26108.trim	4.0	0.0	1
GVOG27304.trim	2.0	0.0	1
GVOG26128.trim	9.0	0.0	1
GVOG13162.trim	2.0	0.0	1
GVOG22118.trim	7.0	1.0	1
GVOG18947.trim	12.0	0.0	1
GVOG14633.trim	53.0	1.0	1
GVOG11672.trim	3.0	12.0	1
GVOG04521.trim	3.0	1.0	1
GVOG13568.trim	19.0	4.0	1
GVOG17837.trim	45.0	0.0	1
GVOG03590.trim	18.0	0.0	1
GVOG00494.trim	24.0	0.0	1
GVOG04830.trim	2.0	0.0	1
GVOG07727.trim	2.0	0.0	1
GVOG04961.trim	3.0	0.0	1
GVOG08554.trim	2.0	0.0	1
GVOG00235.trim	14.0	0.0	1
GVOG25896.trim	10.0	0.0	1
GVOG26624.trim	35.0	35.0	1
GVOG17081.trim	20.0	0.0	1
GVOG27094.trim	9.0	0.0	1
GVOG07749.trim	3.0	0.0	1
GVOG10972.trim	4.0	0.0	1
GVOG26695.trim	2.0	2.0	1
GVOG10147.trim	6.0	0.0	1
GVOG10761.trim	3.0	0.0	1
GVOG03816.trim	6.0	0.0	1
GVOG10229.trim	2.0	0.0	1
GVOG07671.trim	2.0	0.0	1
GVOG16743.trim	2.0	0.0	1
GVOG24527.trim	12.0	0.0	1
GVOG11001.trim	3.0	0.0	1
GVOG12050.trim	3.0	0.0	1
GVOG14920.trim	6.0	0.0	1
GVOG21818.trim	4.0	0.0	1
GVOG28674.trim	11.0	0.0	1
GVOG06842.trim	2.0	0.0	1
GVOG01047.trim	5.0	4.0	1
GVOG18550.trim	7.0	0.0	1
GVOG10658.trim	4.0	0.0	1
GVOG13274.trim	3.0	0.0	1
GVOG07876.trim	3.0	1.0	1
GVOG27924.trim	4.0	0.0	1
GVOG13120.trim	3.0	0.0	1
GVOG24893.trim	9.0	0.0	1
GVOG13084.trim	3.0	0.0	1
GVOG12960.trim	2.0	0.0	1
GVOG23899.trim	14.0	0.0	1
GVOG09468.trim	3.0	124.0	0.07583845301641656
GVOG02724.trim	5.0	1.0	1
GVOG06065.trim	4.0	0.0	1
GVOG06547.trim	2.0	0.0	1
GVOG05695.trim	2.0	0.0	1
GVOG23531.trim	6.0	0.0	1
GVOG08510.trim	3.0	0.0	1
GVOG10265.trim	2.0	0.0	1
GVOG27054.trim	9.0	0.0	1
GVOG09390.trim	4.0	0.0	1
GVOG11071.trim	2.0	3.0	1
GVOG10885.trim	14.0	12.0	1
GVOG25397.trim	13.0	0.0	1
GVOG11447.trim	3.0	7.0	1
GVOG27326.trim	2.0	0.0	1
GVOG05921.trim	4.0	0.0	1
GVOG02828.trim	8.0	0.0	1
GVOG16663.trim	5.0	0.0	1
GVOG27949.trim	8.0	0.0	1
GVOG05355.trim	2.0	0.0	1
GVOG21088.trim	8.0	0.0	1
GVOG14669.trim	12.0	0.0	1
GVOG04795.trim	2.0	0.0	1
GVOG25114.trim	6.0	0.0	1
GVOG16318.trim	3.0	0.0	1
GVOG17158.trim	9.0	0.0	1
GVOG03238.trim	5.0	0.0	1
GVOG26801.trim	6.0	0.0	1
GVOG16624.trim	2.0	0.0	1
GVOG05326.trim	2.0	0.0	1
GVOG04768.trim	2.0	0.0	1
GVOG10792.trim	2.0	0.0	1
GVOG05319.trim	2.0	0.0	1
GVOG27815.trim	24.0	0.0	1
GVOG09766.trim	2.0	0.0	1
GVOG04524.trim	4.0	0.0	1
GVOG03294.trim	6.0	0.0	1
GVOG06521.trim	2.0	0.0	1
GVOG19802.trim	7.0	0.0	1
GVOG20710.trim	3.0	0.0	1
GVOG12491.trim	2.0	0.0	1
GVOG27020.trim	8.0	0.0	1
GVOG05926.trim	3.0	4.0	1
GVOG03241.trim	5.0	1.0	1
GVOG01282.trim	22.0	0.0	1
GVOG09340.trim	2.0	0.0	1
GVOG06781.trim	2.0	0.0	1
GVOG00953.trim	9.0	4.0	1
GVOG11778.trim	8.0	2.0	1
GVOG00014.trim	16.0	0.0	1
GVOG16465.trim	4.0	1.0	1
GVOG26861.trim	39.0	0.0	1
GVOG02213.trim	3.0	0.0	1
GVOG11065.trim	2.0	0.0	1
GVOG08172.trim	2.0	0.0	1
GVOG02039.trim	4.0	0.0	1
GVOG08004.trim	3.0	0.0	1
GVOG04379.trim	5.0	0.0	1
GVOG14098.trim	2.0	0.0	1
GVOG05504.trim	2.0	0.0	1
GVOG05242.trim	2.0	0.0	1
GVOG24123.trim	23.0	0.0	1
GVOG23538.trim	3.0	0.0	1
GVOG21458.trim	12.0	0.0	1
GVOG15485.trim	4.0	0.0	1
GVOG04360.trim	3.0	0.0	1
GVOG27934.trim	8.0	4.0	1
GVOG16291.trim	6.0	0.0	1
GVOG13923.trim	3.0	0.0	1
GVOG28192.trim	6.0	1.0	1
GVOG07926.trim	2.0	0.0	1
GVOG20380.trim	3.0	0.0	1
GVOG23282.trim	5.0	0.0	1
GVOG09095.trim	7.0	0.0	1
GVOG00741.trim	6.0	1.0	1
GVOG05415.trim	2.0	0.0	1
GVOG24185.trim	5.0	0.0	1
GVOG00521.trim	3.0	262.0	0.0373864256988233
GVOG01934.trim	7.0	0.0	1
GVOG17744.trim	23.0	2.0	1
GVOG05476.trim	3.0	0.0	1
GVOG03820.trim	3.0	0.0	1
GVOG11682.trim	3.0	0.0	1
GVOG11916.trim	2.0	0.0	1
GVOG14904.trim	10.0	0.0	1
GVOG01469.trim	3.0	0.0	1
GVOG16388.trim	3.0	0.0	1
GVOG03096.trim	44.0	0.0	1
GVOG13988.trim	7.0	7.0	1
GVOG18737.trim	27.0	0.0	1
GVOG14747.trim	21.0	0.0	1
GVOG26382.trim	5.0	0.0	1
GVOG28079.trim	4.0	0.0	1
GVOG22863.trim	8.0	0.0	1
GVOG04681.trim	2.0	0.0	1
GVOG28681.trim	8.0	0.0	1
GVOG11791.trim	5.0	0.0	1
GVOG18350.trim	3.0	1.0	1
GVOG09816.trim	2.0	0.0	1
GVOG25201.trim	6.0	3.0	1
GVOG17202.trim	5.0	0.0	1
GVOG21141.trim	14.0	0.0	1
GVOG26789.trim	3.0	0.0	1
GVOG05564.trim	2.0	0.0	1
GVOG19551.trim	2.0	0.0	1
GVOG09357.trim	2.0	0.0	1
GVOG03419.trim	6.0	0.0	1
GVOG06661.trim	3.0	0.0	1
GVOG09325.trim	4.0	0.0	1
GVOG23261.trim	2.0	0.0	1
GVOG14035.trim	2.0	0.0	1
GVOG21309.trim	3.0	0.0	1
GVOG26929.trim	5.0	1.0	1
GVOG02695.trim	6.0	0.0	1
GVOG28052.trim	13.0	0.0	1
GVOG00460.trim	17.0	0.0	1
GVOG20330.trim	40.0	1.0	1
GVOG08453.trim	5.0	0.0	1
GVOG02895.trim	10.0	0.0	1
GVOG13599.trim	2.0	0.0	1
GVOG00540.trim	5.0	0.0	1
GVOG20558.trim	3.0	0.0	1
GVOG12109.trim	5.0	0.0	1
GVOG21910.trim	63.0	1.0	1
GVOG02559.trim	7.0	0.0	1
GVOG27885.trim	10.0	1.0	1
GVOG05367.trim	2.0	0.0	1
GVOG07110.trim	2.0	0.0	1
GVOG07808.trim	2.0	0.0	1
GVOG08128.trim	2.0	0.0	1
GVOG13773.trim	7.0	0.0	1
GVOG22665.trim	2.0	0.0	1
GVOG24790.trim	19.0	0.0	1
GVOG15221.trim	3.0	0.0	1
GVOG20893.trim	9.0	0.0	1
GVOG07359.trim	3.0	0.0	1
GVOG20609.trim	10.0	0.0	1
GVOG02837.trim	10.0	0.0	1
GVOG05106.trim	3.0	0.0	1
GVOG02685.trim	14.0	0.0	1
GVOG18074.trim	2.0	0.0	1
GVOG24987.trim	23.0	33.0	1
GVOG26313.trim	6.0	0.0	1
GVOG02158.trim	4.0	2.0	1
GVOG21419.trim	2.0	0.0	1
GVOG18939.trim	14.0	1.0	1
GVOG09346.trim	2.0	0.0	1
GVOG09290.trim	2.0	0.0	1
GVOG27603.trim	3.0	0.0	1
GVOG10713.trim	6.0	0.0	1
GVOG23222.trim	52.0	0.0	1
GVOG06491.trim	3.0	2.0	1
GVOG07402.trim	3.0	0.0	1
GVOG01610.trim	3.0	1.0	1
GVOG16040.trim	3.0	0.0	1
GVOG24604.trim	12.0	0.0	1
GVOG03336.trim	11.0	0.0	1
GVOG00760.trim	5.0	16.0	1
GVOG15840.trim	5.0	0.0	1
GVOG09646.trim	2.0	0.0	1
GVOG11383.trim	3.0	0.0	1
GVOG03183.trim	39.0	0.0	1
GVOG23952.trim	3.0	0.0	1
GVOG19636.trim	2.0	0.0	1
GVOG23735.trim	8.0	0.0	1
GVOG04404.trim	3.0	1.0	1
GVOG09925.trim	2.0	0.0	1
GVOG03337.trim	29.0	15.0	1
GVOG10290.trim	3.0	0.0	1
GVOG26405.trim	14.0	0.0	1
GVOG17716.trim	4.0	0.0	1
GVOG06774.trim	2.0	0.0	1
GVOG19922.trim	5.0	0.0	1
GVOG19882.trim	14.0	0.0	1
GVOG15993.trim	8.0	0.0	1
GVOG27379.trim	8.0	0.0	1
GVOG03665.trim	2.0	1.0	1
GVOG07133.trim	2.0	0.0	1
GVOG14235.trim	2.0	0.0	1
GVOG18942.trim	28.0	0.0	1
GVOG27734.trim	3.0	0.0	1
GVOG03025.trim	7.0	0.0	1
GVOG07176.trim	2.0	0.0	1
GVOG04384.trim	2.0	0.0	1
GVOG13124.trim	2.0	0.0	1
GVOG10900.trim	2.0	0.0	1
GVOG17568.trim	6.0	0.0	1
GVOG01376.trim	3.0	0.0	1
GVOG08399.trim	2.0	0.0	1
GVOG04092.trim	2.0	0.0	1
GVOG04359.trim	2.0	0.0	1
GVOG22240.trim	46.0	0.0	1
GVOG19963.trim	62.0	0.0	1
GVOG13814.trim	4.0	0.0	1
GVOG18082.trim	3.0	0.0	1
GVOG02246.trim	35.0	0.0	1
GVOG19272.trim	31.0	107.0	0.4956366647557169
GVOG13240.trim	3.0	0.0	1
GVOG01380.trim	3.0	0.0	1
GVOG03177.trim	16.0	0.0	1
GVOG08446.trim	2.0	0.0	1
GVOG26566.trim	19.0	1.0	1
GVOG16842.trim	23.0	0.0	1
GVOG16410.trim	2.0	0.0	1
GVOG16964.trim	3.0	0.0	1
GVOG26967.trim	11.0	0.0	1
GVOG22549.trim	8.0	0.0	1
GVOG00119.trim	8.0	0.0	1
GVOG01709.trim	3.0	0.0	1
GVOG17580.trim	11.0	0.0	1
GVOG27651.trim	4.0	8.0	1
GVOG08247.trim	2.0	0.0	1
GVOG00895.trim	40.0	0.0	1
GVOG15357.trim	7.0	0.0	1
GVOG00559.trim	8.0	0.0	1
GVOG09313.trim	2.0	0.0	1
GVOG18959.trim	14.0	0.0	1
GVOG25756.trim	21.0	4.0	1
GVOG22925.trim	2.0	0.0	1
GVOG22108.trim	2.0	0.0	1
GVOG20699.trim	4.0	2.0	1
GVOG09136.trim	2.0	0.0	1
GVOG15013.trim	3.0	0.0	1
GVOG27432.trim	2.0	0.0	1
GVOG20775.trim	21.0	4.0	1
GVOG28323.trim	52.0	0.0	1
GVOG05480.trim	2.0	0.0	1
GVOG16445.trim	2.0	0.0	1
GVOG23551.trim	5.0	0.0	1
GVOG09162.trim	2.0	0.0	1
GVOG22784.trim	7.0	0.0	1
